domain_age,phish_hints,ratio_extHyperlinks,ratio_intHyperlinks,safe_anchor,ratio_extRedirection,length_url,ratio_digits_url,length_words_raw,longest_words_raw,length_hostname,avg_word_path,domain_in_title,char_repeat,status,status-encoded
2580.0,0,0.028571429,0.971428571,0.0,0.0,15,0.0,1,5,8,0.0,0,1,legitimate,0
5825.0,0,0.060377358,0.939622642,76.66666667,0.0,65,0.0,8,13,22,5.0,0,3,legitimate,0
8019.0,0,0.884615385,0.115384615,0.0,0.0,131,0.030534351,14,40,27,7.545454545,1,6,phishing,1
7839.0,0,0.258064516,0.7419354840000001,25.0,0.277777778,50,0.0,5,10,23,8.5,0,4,legitimate,0
2306.0,0,1.0,0.0,0.0,0.0,51,0.0,3,14,32,10.0,1,1,phishing,1
5075.0,0,0.023809524,0.976190476,94.68085106,0.1,45,0.133333333,6,9,11,5.5,1,4,legitimate,0
1500.0,0,0.076923077,0.923076923,0.0,1.0,159,0.270440252,12,40,14,11.54545455,1,4,phishing,1
2739.0,0,0.046511628,0.953488372,0.0,0.0,44,0.227272727,4,14,22,5.5,1,3,phishing,1
134.0,0,0.15625,0.84375,100.0,0.0,103,0.077669903,9,44,19,9.857142857,1,2,phishing,1
7802.0,0,0.0,0.0,0.0,0.0,46,0.0,7,7,20,3.75,1,1,phishing,1
7133.0,0,0.079051383,0.920948617,63.63636364,0.45,45,0.0,5,10,16,6.0,1,0,legitimate,0
1690.0,0,0.384615385,0.615384615,50.0,0.142857143,51,0.0,4,16,26,7.5,1,4,phishing,1
1588.0,0,0.233695652,0.766304348,9.677419355,0.348837209,38,0.0,5,11,19,3.0,1,4,phishing,1
5767.0,0,0.033333333,0.966666667,100.0,0.0,81,0.283950617,5,32,27,14.66666667,1,8,phishing,1
7615.0,0,0.385542169,0.6144578310000001,71.42857143,0.03125,112,0.0,14,16,31,5.166666667,1,0,legitimate,0
8348.0,2,0.259259259,0.740740741,100.0,0.0,39,0.0,4,9,16,6.5,1,1,phishing,1
8348.0,1,0.62962963,0.37037037,0.0,0.0,99,0.0808080809999999,11,16,15,7.444444444,1,2,phishing,1
6989.0,0,0.025423729,0.974576271,90.0,0.333333333,45,0.0,4,19,27,4.0,1,3,legitimate,0
5615.0,2,0.80952381,0.19047619,25.0,0.176470588,60,0.033333333,8,18,35,3.5,1,3,phishing,1
9327.0,0,0.0,0.0,0.0,0.0,74,0.081081081,14,9,19,3.0,1,2,legitimate,0
3561.0,0,0.055555556,0.944444444,57.14285714,0.0,61,0.0,8,8,18,6.2,1,3,legitimate,0
5614.0,0,0.0,0.0,0.0,0.0,40,0.125,4,15,32,0.0,1,1,phishing,1
5408.0,0,0.0,0.0,0.0,0.0,52,0.038461538,5,16,24,6.0,1,5,phishing,1
8346.0,0,1.0,0.0,0.0,0.0,88,0.0,11,10,24,6.0,0,3,phishing,1
5877.0,0,0.011976048,0.988023952,100.0,0.0,74,0.027027027,7,10,12,8.166666667000001,1,2,legitimate,0
2633.0,0,0.058892815,0.941107185,96.4504284,0.36,46,0.065217391,6,8,16,4.75,1,4,legitimate,0
6512.0,0,0.0,0.0,0.0,0.0,54,0.0,5,13,17,9.0,1,4,legitimate,0
5075.0,1,0.4,0.6,50.0,0.0,54,0.0,5,10,21,7.333333333,1,3,phishing,1
7134.0,0,0.062337662,0.937662338,70.37037037,0.291666667,38,0.0,5,9,16,3.666666667,0,0,legitimate,0
9394.0,0,0.382075472,0.617924528,23.68421053,0.074074074,67,0.0,8,10,15,6.5,0,6,legitimate,0
5044.0,2,0.0,0.0,0.0,0.0,62,0.0,7,10,13,5.333333333,1,0,phishing,1
2573.0,1,0.0,1.0,100.0,0.0,59,0.06779661,7,13,17,4.833333333,1,1,phishing,1
1246.0,0,0.0,0.0,0.0,0.0,57,0.01754386,5,18,38,4.5,1,0,phishing,1
2872.0,0,0.227272727,0.772727273,100.0,0.5,32,0.0,3,8,12,5.0,0,2,legitimate,0
4537.0,0,0.0,0.0,0.0,0.0,46,0.0,4,17,25,5.5,1,3,phishing,1
7133.0,0,0.035175879,0.964824121,74.07407407,0.428571429,37,0.0,4,9,16,5.5,0,0,legitimate,0
7295.0,0,0.928571429,0.071428571,14.28571429,0.846153846,36,0.027777778,2,16,29,0.0,1,1,phishing,1
973.0,1,0.0,1.0,0.0,0.0,52,0.038461538,7,14,18,3.5,1,1,phishing,1
7296.0,0,1.0,0.0,0.0,0.0,32,0.25,2,11,24,0.0,1,8,phishing,1
7491.0,0,0.48,0.52,0.0,0.0,34,0.0,2,14,11,14.0,1,2,legitimate,0
5075.0,0,0.787878788,0.212121212,10.0,0.346153846,27,0.0,2,9,19,0.0,1,3,legitimate,0
5075.0,3,0.0,1.0,0.0,0.0,92,0.304347826,7,32,22,9.333333333,1,5,phishing,1
8442.0,0,0.135135135,0.864864865,35.71428571,0.05,102,0.058823529,13,22,12,6.454545455,1,3,legitimate,0
2277.0,0,0.453038674,0.546961326,81.03448276,0.085365854,32,0.0,2,15,23,0.0,1,3,legitimate,0
1800.0,0,0.308641975,0.691358025,20.0,0.12,29,0.0,2,12,20,0.0,1,4,legitimate,0
5075.0,3,0.153061224,0.8469387759999999,82.60869565,0.4,119,0.008403361,15,17,24,5.769230769,1,3,phishing,1
3952.0,1,0.031007752,0.968992248,50.0,0.25,59,0.06779661,6,13,21,6.5,1,4,legitimate,0
4855.0,0,0.112244898,0.8877551020000001,52.94117647,0.727272727,54,0.0,5,15,19,6.0,1,1,legitimate,0
166.0,0,0.488888889,0.5111111110000001,10.0,0.636363636,151,0.271523179,6,110,10,25.8,1,10,phishing,1
4093.0,0,0.5,0.5,53.84615385,0.1578947369999999,84,0.035714286,11,17,25,4.777777778,1,6,legitimate,0
5075.0,3,0.195121951,0.804878049,93.33333333,0.0,55,0.0,7,8,10,5.333333333,1,0,phishing,1
5075.0,0,0.038901602,0.961098398,75.0,0.058823529,18,0.0,1,6,9,0.0,0,0,legitimate,0
8516.0,0,0.671532847,0.328467153,100.0,0.0,39,0.0,3,14,16,14.0,0,4,legitimate,0
7689.0,0,0.064220183,0.935779817,56.25,0.071428571,28,0.0,3,6,19,0.0,1,3,legitimate,0
5913.0,0,0.290322581,0.709677419,86.95652174,0.111111111,32,0.0,5,4,16,3.5,1,4,legitimate,0
5075.0,0,0.230215827,0.769784173,81.29032258,0.875,16,0.0,1,4,9,0.0,0,0,legitimate,0
4141.0,0,0.0,0.0,0.0,0.0,23,0.0,2,8,12,2.0,1,0,phishing,1
4664.0,0,0.961538462,0.038461538,5.128205128,0.0,29,0.0,2,11,21,0.0,1,3,legitimate,0
317.0,0,0.0806451609999999,0.919354839,0.0,0.1,29,0.0,2,13,20,0.0,1,3,phishing,1
4566.0,0,0.2,0.8,62.06896552,0.692307692,41,0.0,4,11,15,8.0,1,4,legitimate,0
5075.0,0,0.5,0.5,0.0,0.0,22,0.181818182,2,7,6,7.0,1,0,phishing,1
657.0,0,1.0,0.0,0.0,0.0,52,0.038461538,7,7,14,5.2,1,4,phishing,1
5075.0,0,0.0,1.0,0.0,0.0,38,0.026315789,5,13,20,2.0,1,3,phishing,1
5075.0,0,0.597402597,0.402597403,13.04347826,0.086956522,30,0.0,2,10,21,0.0,1,3,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,76,0.105263158,7,15,50,8.5,1,7,phishing,1
5075.0,3,0.571428571,0.428571429,33.33333333,0.0,430,0.039534884,81,10,13,4.363636364,1,10,phishing,1
4823.0,0,0.078947368,0.921052632,25.0,0.666666667,37,0.0,3,12,19,10.0,0,0,legitimate,0
11046.0,0,0.245901639,0.7540983609999999,27.77777778,0.266666667,73,0.068493151,9,13,23,5.1428571430000005,0,3,legitimate,0
2939.0,0,0.0,0.0,0.0,0.0,56,0.107142857,7,9,15,5.6,1,3,phishing,1
3385.0,0,0.211538462,0.788461538,100.0,0.818181818,70,0.0,11,9,13,3.9,1,2,legitimate,0
7802.0,0,0.0,0.0,0.0,0.0,70,0.0,7,13,20,7.6,1,1,phishing,1
5075.0,0,0.120481928,0.879518072,33.33333333,0.3,52,0.076923077,6,11,19,5.5,1,3,legitimate,0
5366.0,0,0.916666667,0.083333333,0.0,0.5,31,0.0,3,7,22,0.0,1,3,legitimate,0
2112.0,1,0.384615385,0.615384615,0.0,0.3,90,0.244444444,8,32,19,9.5,1,12,phishing,1
7156.0,0,0.06031746,0.93968254,71.69811321,0.0,45,0.1555555559999999,6,8,15,4.75,1,1,legitimate,0
7602.0,0,0.1558441559999999,0.8441558440000001,11.11111111,0.166666667,55,0.036363636,6,12,20,6.0,0,4,legitimate,0
135.0,0,0.0,1.0,0.0,0.0,65,0.076923077,8,15,12,6.5,1,4,phishing,1
1546.0,0,0.7771739129999999,0.222826087,29.62962963,0.013986014,41,0.073170732,3,13,33,0.0,1,4,phishing,1
7.0,0,0.7113402059999999,0.288659794,7.391304347999999,0.1328502419999999,71,0.169014085,8,14,25,5.333333333,1,0,phishing,1
8348.0,1,1.0,0.0,0.0,0.0,83,0.072289157,8,33,16,8.666666667000001,0,2,phishing,1
5075.0,0,0.0,1.0,0.0,0.0,73,0.342465753,4,32,18,14.66666667,1,1,phishing,1
184.0,0,0.0,1.0,100.0,0.0,44,0.204545455,5,11,30,6.0,1,1,phishing,1
2403.0,2,0.0,1.0,0.0,0.0,114,0.052631579,12,16,16,7.9,1,8,phishing,1
3992.0,0,0.0,1.0,100.0,0.0,127,0.157480315,13,17,50,7.375,1,2,phishing,1
254.0,0,0.40625,0.59375,0.0,0.153846154,99,0.070707071,9,44,20,9.285714286,1,4,phishing,1
6041.0,1,0.184210526,0.815789474,0.0,0.7142857140000001,56,0.0,7,7,20,6.0,1,3,phishing,1
7284.0,0,0.204081633,0.7959183670000001,16.66666667,0.133333333,51,0.0,5,12,17,7.666666667,0,3,legitimate,0
5075.0,3,0.0,1.0,100.0,0.0,51,0.0,6,7,14,5.0,1,2,phishing,1
5075.0,0,0.020408163,0.979591837,66.66666667,0.0,40,0.0,5,13,24,2.5,0,3,legitimate,0
5111.0,1,0.055172414,0.944827586,87.5,0.0,33,0.0,5,5,14,2.666666667,1,3,phishing,1
8024.0,0,0.027027027,0.972972973,90.90909091,0.125,88,0.0,10,9,20,6.375,0,3,legitimate,0
5993.0,0,0.074534161,0.925465839,75.0,0.333333333,122,0.049180328,18,10,18,5.0,1,3,legitimate,0
2684.0,0,0.113207547,0.886792453,100.0,0.0,53,0.0,5,12,20,7.666666667,1,3,legitimate,0
725.0,0,0.0,1.0,0.0,0.0,46,0.086956522,7,6,37,0.0,1,2,phishing,1
7295.0,0,0.928571429,0.071428571,14.28571429,0.846153846,36,0.0,2,16,29,0.0,1,0,phishing,1
3754.0,0,0.578125,0.421875,10.0,0.0,31,0.0,2,15,23,0.0,1,4,legitimate,0
5381.0,0,0.409090909,0.590909091,100.0,0.031746032,48,0.0,7,8,16,3.6,0,3,legitimate,0
3743.0,1,0.552631579,0.447368421,40.0,0.142857143,101,0.0,11,19,6,7.7,1,0,phishing,1
5416.0,0,0.0,0.0,0.0,0.0,41,0.0,5,11,19,4.0,1,4,legitimate,0
1901.0,1,0.0,1.0,0.0,0.0,43,0.093023256,4,10,35,0.0,1,0,phishing,1
3937.0,0,0.0,0.0,0.0,0.0,15,0.0,1,5,8,0.0,0,0,legitimate,0
6668.0,0,0.135135135,0.864864865,37.5,0.4,42,0.071428571,7,9,10,4.0,1,3,legitimate,0
4413.0,0,0.643312102,0.3566878979999999,42.7184466,0.198019802,51,0.0,5,11,15,6.0,0,1,legitimate,0
3983.0,0,0.0,0.0,0.0,0.0,48,0.0,8,6,27,3.666666667,1,3,phishing,1
7732.0,0,0.100478469,0.899521531,76.66666667,0.6190476189999999,49,0.0,4,15,19,6.333333333,1,1,legitimate,0
2647.0,0,0.045454545,0.954545455,75.0,1.0,25,0.0,3,5,13,1.0,1,0,phishing,1
9285.0,0,0.285276074,0.7147239259999999,73.68421053,0.053763441,49,0.020408163,7,8,15,4.2,0,3,legitimate,0
8047.0,0,0.09929078,0.90070922,40.0,0.214285714,48,0.020833333,5,13,25,4.333333333,0,2,legitimate,0
531.0,3,0.1,0.9,0.0,0.0,108,0.037037037,12,23,25,6.6,0,4,phishing,1
1028.0,0,0.0,0.0,0.0,0.0,39,0.0,3,17,20,4.5,0,2,phishing,1
5334.0,0,0.116438356,0.883561644,65.71428571,0.411764706,80,0.0,9,10,20,6.571428571,1,4,legitimate,0
7602.0,0,0.783333333,0.216666667,14.54545455,0.212765957,36,0.0,4,9,17,5.0,1,3,legitimate,0
6460.0,0,0.387019231,0.612980769,13.04347826,0.02484472,28,0.0,3,6,19,0.0,1,4,legitimate,0
1953.0,1,0.875,0.125,0.0,0.0,33,0.060606061,3,10,14,10.0,1,2,phishing,1
5075.0,0,0.357142857,0.642857143,17.46031746,0.133333333,23,0.0,2,3,14,0.0,0,3,legitimate,0
5224.0,0,0.36677116,0.63322884,19.16666667,0.111111111,77,0.0,9,10,18,6.285714286,1,3,legitimate,0
5075.0,1,0.516129032,0.483870968,0.0,0.4375,342,0.415204678,30,34,19,10.21428571,1,17,phishing,1
189.0,0,0.0,1.0,0.0,0.0,38,0.131578947,3,9,29,0.0,1,1,phishing,1
6203.0,2,0.304054054,0.6959459459999999,25.92592593,0.333333333,73,0.0,9,14,22,5.285714286,1,3,legitimate,0
5639.0,0,0.509433962,0.490566038,0.0,0.074074074,33,0.0,4,7,15,4.0,0,3,legitimate,0
1785.0,0,0.0,0.0,0.0,0.0,67,0.0,9,9,17,5.1428571430000005,1,5,phishing,1
6431.0,0,0.347222222,0.6527777779999999,56.14035088,0.64,39,0.051282051,4,9,18,5.5,0,0,legitimate,0
2254.0,0,0.040247678,0.959752322,46.66666667,0.0,24,0.0,2,7,15,0.0,0,3,legitimate,0
5075.0,0,0.132075472,0.867924528,85.0,0.285714286,26,0.0,2,10,17,0.0,0,4,legitimate,0
9253.0,0,0.0,0.0,0.0,0.0,39,0.128205128,6,6,7,3.8,1,0,legitimate,0
5825.0,0,0.0,0.0,0.0,0.0,62,0.35483871,5,32,22,32.0,1,5,phishing,1
1899.0,2,0.1707317069999999,0.8292682929999999,0.0,0.142857143,41,0.0,5,9,13,4.25,1,1,phishing,1
7295.0,0,0.928571429,0.071428571,14.28571429,0.846153846,40,0.0,2,18,31,0.0,1,0,phishing,1
4120.0,0,0.125,0.875,50.0,1.0,51,0.0,6,9,26,5.0,1,3,legitimate,0
3650.0,0,0.117293233,0.8827067670000001,95.0,1.038461538,59,0.06779661,8,8,12,5.5,0,3,legitimate,0
8044.0,0,0.103896104,0.896103896,75.0,0.0,50,0.0,6,12,20,4.5,1,3,legitimate,0
6831.0,0,0.067961165,0.932038835,0.0,0.285714286,52,0.057692308,4,18,25,18.0,1,3,phishing,1
3904.0,0,0.761904762,0.238095238,44.44444444,0.3125,43,0.0,5,11,15,4.25,1,0,phishing,1
4183.0,0,0.8771929820000001,0.122807018,10.0,0.16,94,0.127659574,10,30,42,4.625,1,6,phishing,1
2403.0,0,0.012987013,0.987012987,83.33333333,0.0,60,0.0,6,15,15,8.5,0,4,legitimate,0
5075.0,0,0.19047619,0.80952381,12.5,0.3,18,0.0,1,6,11,0.0,0,0,legitimate,0
7968.0,1,0.4166666670000001,0.583333333,0.0,0.0,204,0.132352941,11,65,27,17.66666667,1,2,phishing,1
8346.0,1,1.0,0.0,0.0,0.0,94,0.159574468,10,19,24,7.857142857,0,2,phishing,1
5075.0,0,0.05,0.95,0.0,0.0,41,0.0,5,7,33,0.0,1,1,phishing,1
1154.0,0,0.0,1.0,0.0,0.0,19,0.1578947369999999,2,5,11,0.0,1,0,phishing,1
3608.0,0,0.0,0.0,0.0,0.0,35,0.028571429,4,14,22,2.0,1,0,phishing,1
2870.0,0,0.826086957,0.173913043,60.0,0.052631579,63,0.0,7,22,26,4.0,1,1,phishing,1
5972.0,0,0.0,0.0,0.0,0.0,53,0.075471698,6,13,21,5.25,1,5,phishing,1
5616.0,1,0.80952381,0.19047619,25.0,0.176470588,75,0.0,11,9,44,4.75,1,2,phishing,1
6381.0,0,1.0,0.0,0.0,0.0,35,0.114285714,2,15,27,0.0,1,0,phishing,1
8348.0,0,0.0,0.0,0.0,0.0,210,0.066666667,33,40,14,5.032258065,1,15,phishing,1
4825.0,0,0.128440367,0.871559633,43.47826087,0.285714286,44,0.0,4,9,13,6.666666667,1,1,legitimate,0
4405.0,0,0.0,1.0,0.0,0.0,150,0.4866666670000001,7,88,40,32.66666667,1,17,phishing,1
570.0,0,0.0,0.0,0.0,0.0,39,0.0,4,14,22,3.0,1,3,phishing,1
3381.0,2,0.757575758,0.242424242,70.0,0.0,64,0.0,9,8,15,4.857142857,1,3,phishing,1
4681.0,0,0.0,0.0,0.0,0.0,106,0.160377358,14,12,20,5.5,1,6,phishing,1
5075.0,0,0.019230769,0.980769231,100.0,0.0,34,0.0,3,9,20,4.0,0,0,phishing,1
7133.0,0,0.096107056,0.903892944,63.92694064,0.291139241,65,0.0,9,13,16,4.857142857,0,1,legitimate,0
2290.0,3,0.757575758,0.242424242,70.0,0.0,60,0.033333333,10,7,14,3.875,1,3,phishing,1
896.0,0,0.142857143,0.857142857,0.0,1.0,25,0.0,2,10,14,2.0,1,0,phishing,1
6901.0,0,0.373626374,0.626373626,11.94029851,0.014705882,39,0.128205128,4,13,21,4.5,1,5,legitimate,0
3899.0,0,0.029850746,0.970149254,89.74358974,0.5,38,0.0,6,5,15,4.333333333,0,3,legitimate,0
5075.0,0,0.090909091,0.909090909,0.0,0.0,129,0.023255814,15,15,8,6.714285714,1,0,phishing,1
9224.0,0,0.192857143,0.807142857,31.57894737,0.481481481,52,0.0,7,8,15,4.8,0,3,legitimate,0
5075.0,0,0.0,0.0,0.0,0.0,30,0.3666666670000001,9,7,14,3.6,1,2,phishing,1
7449.0,0,0.380952381,0.6190476189999999,33.33333333,0.075,33,0.0,2,10,24,0.0,1,4,legitimate,0
7287.0,0,0.625,0.375,0.0,0.0,118,0.0762711859999999,12,15,27,7.4,0,12,legitimate,0
2625.0,0,0.0862068969999999,0.913793103,100.0,0.0,27,0.0,2,10,20,0.0,1,0,legitimate,0
11192.0,0,0.0,0.0,0.0,0.0,78,0.166666667,13,7,16,4.0,1,5,legitimate,0
2839.0,0,0.0,1.0,0.0,0.0,35,0.028571429,3,11,27,0.0,1,3,phishing,1
5075.0,0,0.028571429,0.971428571,96.0,0.25,32,0.0,3,12,18,5.0,1,0,phishing,1
5615.0,2,0.818181818,0.181818182,25.0,0.166666667,64,0.0625,10,9,39,3.5,1,2,phishing,1
189.0,0,0.0,1.0,0.0,0.0,38,0.078947368,3,9,29,0.0,1,0,phishing,1
4996.0,0,0.164179104,0.835820896,100.0,0.181818182,24,0.0,2,4,15,0.0,1,4,legitimate,0
3526.0,0,0.244897959,0.7551020409999999,93.33333333,0.333333333,68,0.0,6,22,15,10.5,1,5,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,126,0.166666667,12,17,50,8.142857142999999,1,8,phishing,1
7130.0,0,0.056047198,0.943952802,72.46376812,0.473684211,41,0.0,5,9,16,4.666666667,0,0,legitimate,0
7134.0,0,0.088372093,0.911627907,58.69565217,0.263157895,48,0.0,6,9,16,5.0,0,1,legitimate,0
3904.0,0,0.666666667,0.333333333,25.0,0.333333333,29,0.0,2,13,21,0.0,1,4,legitimate,0
2980.0,0,0.138888889,0.8611111109999999,25.0,0.0,24,0.0,2,7,15,0.0,1,3,legitimate,0
7427.0,2,0.00309119,0.99690881,100.0,0.0,50,0.02,7,9,17,4.0,1,4,legitimate,0
3992.0,0,0.0,1.0,100.0,0.0,126,0.119047619,13,17,50,7.375,1,2,phishing,1
8627.0,0,0.056497175,0.943502825,92.0,0.0,39,0.0,5,8,11,5.333333333,0,4,legitimate,0
2047.0,3,0.102272727,0.897727273,85.71428571,0.5555555560000001,102,0.196078431,9,32,15,9.0,1,8,phishing,1
2425.0,0,0.391304348,0.608695652,38.88888889,0.222222222,31,0.064516129,2,15,23,0.0,1,3,legitimate,0
5826.0,0,0.0,0.0,0.0,0.0,86,0.279069767,8,32,22,13.0,1,5,phishing,1
6068.0,0,0.455598456,0.544401544,98.8372093,0.144067797,78,0.102564103,11,9,16,4.888888889,1,5,legitimate,0
3477.0,0,0.833333333,0.166666667,7.96460177,0.043478261,29,0.0,2,9,20,0.0,1,3,legitimate,0
8965.0,0,0.252158895,0.747841105,66.66666667,0.006849315,33,0.212121212,4,7,12,6.0,0,4,legitimate,0
7.0,0,1.0,0.0,0.0,0.125,27,0.0,3,6,12,6.0,1,1,phishing,1
5075.0,0,0.166666667,0.833333333,71.42857143,0.5,24,0.0,2,8,15,0.0,1,3,legitimate,0
6096.0,0,0.1548672569999999,0.845132743,48.48484848,0.171428571,39,0.0,3,12,20,9.0,0,3,legitimate,0
5903.0,0,0.2421875,0.7578125,0.0,1.419354839,28,0.0,3,6,21,0.0,1,0,legitimate,0
5627.0,0,0.022321429,0.977678571,92.85714286,0.0,102,0.107843137,6,47,24,16.5,1,3,phishing,1
4153.0,0,0.005763689,0.994236311,100.0,0.0,43,0.0,5,11,18,5.0,1,3,legitimate,0
4764.0,0,0.636363636,0.363636364,74.35897436,0.380952381,27,0.0,2,11,19,0.0,0,3,legitimate,0
9744.0,0,0.5625,0.4375,23.07692308,0.481481481,101,0.079207921,15,11,17,4.846153846,0,1,legitimate,0
3163.0,0,0.325581395,0.674418605,16.66666667,0.857142857,60,0.0,7,10,28,7.333333333,1,5,legitimate,0
5075.0,0,0.048672566,0.951327434,55.26315789,0.363636364,38,0.0,6,6,13,3.5,1,4,legitimate,0
2088.0,0,0.0,0.0,0.0,0.0,19,0.0,1,6,10,0.0,1,0,phishing,1
4162.0,0,0.121621622,0.878378378,60.0,0.444444444,137,0.262773723,38,7,15,2.111111111,0,4,legitimate,0
5075.0,1,0.0,0.0,0.0,0.0,263,0.1292775669999999,24,60,179,5.909090909,1,9,phishing,1
5075.0,0,0.454545455,0.545454545,100.0,0.1,22,0.181818182,2,7,6,7.0,1,0,phishing,1
918.0,4,0.0,1.0,100.0,0.0,89,0.011235955,11,17,21,5.1,1,0,phishing,1
5890.0,0,0.706896552,0.293103448,25.0,0.146341463,28,0.0,2,11,19,0.0,0,3,legitimate,0
8046.0,0,0.100719424,0.8992805759999999,40.0,0.214285714,49,0.020408163,4,13,26,7.0,0,3,legitimate,0
5616.0,1,0.818181818,0.181818182,25.0,0.166666667,45,0.066666667,6,7,36,0.0,1,3,phishing,1
5442.0,0,0.8274111679999999,0.172588832,5.555555556,0.09202454,30,0.0,2,10,22,0.0,1,0,phishing,1
3188.0,2,0.0,0.0,0.0,0.0,54,0.0,6,12,10,6.4,1,1,phishing,1
5075.0,0,0.5,0.5,63.63636364,0.153846154,29,0.0,2,15,22,0.0,1,3,legitimate,0
